key,en,es,pt_BR
DLG5_1671136236,The map has been updated with new information. Check out the newly marked points of interest and texts left by enemies.,El mapa ha sido actualizado con nueva información. Revisa los nuevos puntos de interés marcados y textos dejados por enemigos.,O mapa foi atualizado com uma nova informação. Cheque os novos pontos de interesse sinalizados e textos deixados pelos inimigos.
DLG32_1706222258,I should break your face so you stop talking nonsense.,Debería partirte la cara para que dejes de hablar tonterías.,Eu deveria quebrar a sua cara então pare de falar besteiras.
DLG2_1721926706,"If you exceed this limit, you will progressively lose health unless you return to the surface for air.",Al sobrepasar este límite perderás salud progresivamente a menos que vuelvas a la superficie a tomar aire.,"Se você exceder esse limite, você progressivamente perderá saúde ao menos que retorne à superfície."
DLG10_1712764975,And that is why our duty is to purge the plague that stands in the way of Athos' will.,Y es por eso que nuestro deber es purgar a la peste que se interpone a la voluntad de Athos.,E por isso que nossa função é purificar a praga que fica no caminho da vontade de Athos.
DLG11_1722549314,Star of the day,La estrella del día,A estrela do dia
DLG25_1712163955,No...,No...,No…
DLG23_1718748417,From the description given to me by the man in the store...,Por la descripción que me dio el hombre de la tienda...,Pela descrição dada pelo dono da loja...
DLG35_1705010680,And don't forget to buy [color=yellow]Coffee and some bread[/color] if it's not too much trouble.,Por supuesto. ¡Ah! Y no olvides también comprar [color=yellow]Café y algo de Pan[/color] si no es mucha molestia.,E não se esqueça de comprar [color=yellow]Café e pão[/color] se não for muito incômodo.
DLG50_1705090606,I suspect the city is under a Yersinia Pestis infection. ,Sospecho que la ciudad está bajo una infección de la Yersinia Pestis. ,Eu suspeito que a cidade está diante de uma epidemia da Yersinia Pestis.
DLG12_1671133094,Did you see some people wearing masks?,¿Has visto a algunas personas con máscaras?,Você viu algumas pessoas usando máscaras?
DLG14_1671136581,Shut up! I'm not interested in listening to your crap and absurd ideas. ,¡Cállate! No me interesa escuchar tu palabrería y absurdas ideas. ,Cale-se! Não me interessa em escutar suas ideias absurdas.
DLG51_1718748417,"Thanks, I guess...","Gracias, supongo...","Obrigado, eu acho…"
DLG42_1671137942,"My name is Atreu. I'm a novice alchemist. It's an honor to meet you, Nabig.","Me llamo Atreu, soy un aprendiz de Alquimista. Es un honor poder conocerla señorita Nabig.","Meu nome é Atreu, sou um alquimista novato. É uma honra te encontrar, senhorita Nabig."
DLG11_1705090606,The Ahuizotes are a threat to peace in the_core and the rest of the world. We must eradicate them.,Los Ahuizotes son una amenaza para la paz en the_core y el resto del mundo. Debemos erradicarlos.,Os Ahuizotes são uma ameaça a paz de the_core e ao resto do mundo. Nós devemos erradicá-los.
DLG15_1686779687,Uhm?,¿Uhm?,Uhm?
DLG7_1705004200,Seeing your face I guess you haven't found your daughter...,Viendo tu cara supongo que no has encontrado a tu hija...,Pela a expressão em teu rosto eu vejo que você não encontrou a sua filha…
DLG70_1705090606,There is no time to lose.,No hay tiempo que perder.,Não há tempo a perder.
DLG8_1712768333,"Brother... sorry, I couldn't defeat her.","Hermano... perdón, no pude derrotarla.","Irmão... me desculpe, eu não pude derrotá-la."
DLG15_1705071479,"If my hypothesis is correct, [color=yellow]it may be that the Ahuizotes consume something[/color] that mutates their bodies and alters their minds.","Si mi hipotésis es correcta, [color=yellow]puede ser que los Ahuizotes consuman algo[/color] que hace mutar sus cuerpos y alterar sus mentes.","Se a minha hipótese está correta, [color=yellow] é algo que os Ahuizotes consomem[/color] que mutacionam seus corpos e alteram suas mentes."
DLG44_1705090606,The followers of that religion say that Athos is the true father of modern Alchemy.,Los seguidores de esa religión dicen que Athos es el verdadero padre de la Alquimia moderna.,Os seguidores dessa religião dizem que esse tal Athos é o verdadeiro pai da Alquimia moderna.
DLG59_1705090606,"I will take care of that matter. Thanks to our doctors and science, we have the power to cure that disease.","Me encargaré de ese asunto. Gracias a nuestros médicos y a la ciencia, tenemos el poder de curar esa enfermedad.","Me encarregarei deste assunto. Graças aos nossos médicos e a ciência, nós temos o poder de curar essa doença."
DLG20_1726500626,You psycho. I'm not letting you walk away from this.,"Maldito psicópata, ¡No dejaré que te salgas con la tuya!","Seu maldito psicopata, Eu não deixarei que fique impune!"
DLG28_1718748417,"No. I don't remember anything, sorry.","No... no lo sé. No recuerdo nada, perdón.","Não. Não lembro de nada, sinto muito."
DLG3_1686778008,Huh? Margaret?,¿Eh? ¿Margaret?,O que? Margaret?
DLG15_1723066397,"It is a recent invention, although not accessible to everyone.","Es un invento reciente, aunque no accesible para cualquier persona.","É uma recente invenção, porém não é acessível para todos."
DLG9_1723066161,"Anyway, whenever you come to the lab, I'll be here. If you need help, you can ask me anything you want.","En fin, cada vez que vengas al laboratorio estaré aquí. Si necesitas ayuda, puedes preguntarme lo que quieras.","De qualquer forma, quando você for ao laboratório, eu estarei aqui. Se você precisar de ajuda, você pode me perguntar qualquer coisa que você quiser."
DLG10_1718312954,I would like to stay to clear the air.,Me gustaría quedarme para saldar cuentas...,Eu gostaria de ficar para acertar as contas.
DLG54_1705004200,"Yeah, whatever. This rescue has taken up some of my time. But I've held up my end of the bargain.","Sí, lo que sea. Este rescate me ha quitado algo de tiempo. Pero he cumplido con mi parte del trato.","Ok, não me importo. Esse resgate me dedicou um pouco do meu tempo. Mas eu cumpri minha parte do trato."
DLG60_1718897790,"Yes. Good luck to you, Nabig.","Sí. Que le vaya bien, señorita Nabig.","Sim. Boa sorte para você, Nabig."
DLG49_1705090606,"It's not something that interests me, but I must tell you something I have discovered.","No es algo que me interese, pero debo decirle algo que he descubierto.","Não é algo que me interessa, mas eu devo dizer algo que descobri."
DLG24_1706222258,Damn Adeptis... what the hell are the Ahuizotes planning to do?,Maldito Adeptis... ¿qué demonios piensan hacer Los Ahuizotes?,Maldito Adeptis... o que diabos os Ahuizotes planejam fazer?
DLG7_1718897790,Of course.,Claro.,É claro.
DLG20_1705354727,"Don't try anything, otherwise we will derail this train.","No intenen nada, de lo contrario descarrilaremos este tren.","Não tentem nada, caso contrário nós iremos descarrilhar esse trem."
DLG26_1722530103,Or is there a traitor among us?,¿O hay algún traidor entre nosotros?,Ou há um traidor entre nós?
DLG9_1718312954,Nabig...,Nabig...,Nabig... 
DLG16_1686779687,What is that white powder?,¿Qué es ese polvo blanco?,O que é esse pó branco?
DLG37_1705004200,I understand...,Entiendo...,Eu entendo.
DLG12_1718312954,"Ah, I thought so... ","Ah, lo suponía... ","Ah, como eu pensei… "
DLG2_1718387263,And about the first phase of its creation? What does what happened in Transylvania have to do with it?,Y sobre la primera fase de su creación... ¿Qué tiene que ver lo ocurrido en Transilvania?,E sobre a primeira fase de sua criação? O que aconteceu na Transilvânia tem a ver com isso?
DLG13_1671133094,Yes! I saw several... Please! Find my daughter!,¡Si! Vi a varios... ¡Por favor! ¡Encuentren a mi hija!,"Sim! Eu vi várias...Por favor, encontre minha filha!"
DLG10_1705004200,"Please, I beg you, look for my daughter. She is a little blonde girl with red eyes and...","Por favor, se lo ruego, busque a mi hija. Es una niña rubia de ojos rojos y...","Por favor, eu te imploro, procure pela minha filha. Ela é uma garotinha loira com olhos vermelhoe e…"
DLG7_1722530103,And the reason why the Ahuizotes attacked this city.,Y la razón del porque los Ahuizotes atacaron esta ciudad.,E a razão do motivo que os Ahuizotes atacaram a cidade.
DLG8_1705090606,john Trithemius... a rather troublesome man.,john Trithemius... un hombre bastante problemático.,john Trithemius... um homem um tanto problemático.
DLGIMUSTUSELUX,Can't move through here without some light.,No sería buena idea avanzar en un lugar tan oscuro sin tener algo con qué iluminar...,Não seria uma boa ideia avançar num local tão escuro e sem nada para iluminar o caminho…
DLG12_1705071479,Do you know that Ahuizotes are really people and not demons?,¿Sabes que los Ahuizotes realmente son personas y no demonios?,Você sabe que os Ahuizotes são humanos ao invés de demônios?
DLG10_1705090606,"Their ideas pollute people's minds, and their group of religious fanatics has increased considerably in recent years.",Sus ideas contaminan la mente de las personas y su grupo de fanáticos religiosos ha aumentando bastante en los últimos años.,Suas ideias poluem as mentes das pessoas e seu gupo de fanáticos religiosos tem aumentado consideravelmente nesses tempos.
DLG11_1725643091,"Well, he brings us ingredients from Tahuatepetl islets, passing near the highwall Ruins...","Bueno, él nos trae ingredientes desde las Isletas de Tahuatepetl, pasando cerca de las Ruinas de highwall...","Bem, ele nos trás os mantimentos das Ilhotas Tahuatepetl, passando próximo das Ruínas de highwall…"
DLG15_1718312954,But no more! I have to meet Lord Trithemius' expectations.,¡Pero no más! Tengo que cumplir con las expectativas del Señor Trithemius.,Mas não mais! Eu tenho que atender as expectativas da Vossa Eminência Lorde Trithemius.
DLG20_1718897790,It's about my kittens.,Es sobre mis gatitos.,São os meus gatinhos.
DLG11_1719417607,We are still analyzing the information she has left us.,Todavía seguimos analizando la información que nos ha dejado.,Nós ainda estamos analisando a informação que ela nos deixou.
DLG6_1705354727,Ah...,Ah...,Ah…
DLG8_1713547682,What?,¿Qué?,O que?
DLG7_1723844799,Ah... I guess congratulations. You're not doing too bad at all from what I can see.,Ah... supongo que felicidades. No lo estás haciendo nada mal por lo que veo.,"Ah... parabéns. E pelo que posso ver, você não está nada mal."
DLG2_1675875815,"Gotta admit, you a tough one.","Debo admitirlo, eres un hueso duro de roer.","Eu tenho que admitir, você é osso duro de roer."
DLG3_1705354727,"I repeat, the_barrens Station.","Repito, Estación de the_barrens.","Repito, Estação de the_barrens."
DLG28_1706222258,Ah?,¿¡Ah!?,Ah?
DLG6_1686779687,...,...,...
DLG24_1718897790,And you want me to go look for them?,¿Y quieres que yo vaya a buscarlos?,E você quer que eu vá até lá para buscá-los?
DLG18_1705354727,"Dear passengers. If you want to stay alive, please remain calm and follow our instructions.",Estimados pasajeros. Si quieren seguir con vida mantengan la calma y sigan nuestras instrucciones.,"Queridos passageiros. Se vocês querem ficar vivos, por favor fiquem calmos e sigam nossas instruções."
DLG14_1723667871,Now I see why john wants you dead. You pose a serious threat to his plans.,Ahora veo porque john te quiere muerto. Representas una seria amenaza en sus planes.,Agora eu sei o motivo que john quer você morto. Você é uma séria ameaça aos planos dele.
DLG5_1722549314,The seven metals,Los siete metales,Os sete metais
DLG10_1723066161,It's okay.,Está bien.,Tudo bem.
DLG1_1718635933,So this is what's left of highwall...,He llegado a las ruinas de lo que una vez fue la ciudad de highwall...,Cheguei às ruínas que um dia foram a cidade de highwall...
DLG28_1722530103,May I come in and take a look?,¿Puedo entrar a dar un vistazo?,Posso entrar e dar uma olhada?
DLG45_1671137942,Ah... my head hurts...,Ah... me duele la cabeza...,Ah...minha cabeça dói…
DLG11_1718897790,I only do jobs if the reward is good.,Solo hago trabajos si la recompensa es buena.,Eu apenas aceito quando a recompensa é boa.
DLG6_1713547682,Shut up you scoundrel! Who are you? Answer me now!,¡Cállate sinverguenza! ¿Quien eres tú? ¡Responde ahora!,Cale a boca seu canalha! Quem é você? Responda agora!
DLG7_1677779048,He didn't make it. What a pity…,Él no lo ha logrado. Es una pena...,Ele não foi bem-sucedido. É uma pena...
DLG25_1718897790,"Yes, I don't have any money, but...","Sí. Yo no tengo dinero, pero... ","Sim, eu não tenho dinheiro, mas…"
DLG23_1724085796,Don't worry.,Descuida.,Não se preocupe.
DLG37_1718897790,"So I give you one of their toys, just having it will make them go with you.","Así que le entrego uno de sus juguetes, con solo tenerlo hará que ellos se vayan con usted.","Então eu te dou um de seus brinquedos, apenas de estar com você fará com que eles te sigam."
DLG64_1718897790,Thank you for your help. I hope you find the Daguerreotype useful.,Gracias por ayudarme. Espero que el Daguerrotipo le sea de utilidad.,Obrigado pela ajuda. Eu espero que o Daguerreótipo seja útil.
DLG6_1690912410,What the hell do you want?,¿Qué demonios quieres?,O que diabos você quer?
DLG16_1726500626,To remove the seal it needed a special [color=yellow]object[/color].,Para quitar el sello necesitaba un [color=yellow]objeto especial.[/color],Para remover o selo é necessário um [color=yellow]objeto[/color] especial.
DLG9_1712764975,He wants to form a new world without evil.,Él quiere formar un nuevo mundo sin maldad.,Ele quer criar um novo mundo sem o mal.
IFICONGELATEWATER,I could try to freeze that water....,Podría tratar de congelar esa agua...,Eu podia congelar essa água.…
DLG3_1713547682,"Oh, my. What an unfortunate encounter.","Oh, vaya. Qué desafortunado encuentro.",Minha nossa. Mas que encontro trágico.
DLG14_1705004200,"If on your way you find clues, or something that leads to his whereabouts, I will be very grateful.","Si en su camino encuentra pistas, o algo que de con su paradero, le estaré muy agradecido.","Se encontrar pistas durante o seu caminho ou que leve ao seu paradeiro, ficarei extremamente grato."
DLG1_1686778008,Huh. Wasn't expecting to run into anyone out here.,Huh. No esperaba encontrarme con nadie aquí.,Huh. Não esperava encontrar ninguém por aqui.
DLG4_1705075346,"Yes, of course.","Sí, claro.","Sim, é claro."
DLG18_1713547682,"Don't run away, coward!","¡No huyas, cobarde!","Não fuja, covarde!"
DLG58_1705004200,"Well, we're even.","Bien, estamos a mano.","Bem, estamos quites."
DLG10_1718748417,"A kid, in this place?","¿Un niño, en este lugar?","Uma criança, nesse lugar?"
DLG16_1705071479,Interesting... I will try to talk to Mrs. Alessa about it.,Interesante... trataré de hablar con la señora Alessa al respecto.,Interessante... Eu tentarei falar com a Sra. Alessa sobre isso.
DLG5_1725643091,When will you have the cooking supplies?,¿Cuándo tendrán los suministros para cocinar?,Quando vocês terão os mantimentos?
DLG6_1712764975,In the eyes of john you are just puppets.,A los ojos de john ustedes son solo marionetas.,Aos olhos de john vocês são meros fantoches.
DLG24_1718748417,"Your name is Aura, right?","¿Te llamas Aura, verdad?","Seu nome é Aura, certo?"
DLG19_1686779687,Uhm... I was expecting some money...,Uhm... esperaba algo de dinero...,Uhm... Eu estava esperando uma recompensa financeira…
DLG7_1671136581,"Are you kidding me, bastard? I'll beat that smile off your face!",¡Púdrete john! ¡Te borraré esa sonrisa a golpes!,"Você está brincando comigo, maldito? Eu tirarei esse sorriso da sua cara!"
DLG3_1712768333,In highwall your skills were nothing in comparison...,En highwall tus habilidades no eran nada en comparación...,Em highwall suas habilidades não eram nada em comparação…
DLG18_1722549314,Should I just look for a sample element and put it in the Spectroscope?,¿Solo debo buscar una muestra de elemento y ponerlo en el Espectroscopio?,Eu deveria dar uma olhada na amostra elemental e colocar no Espectroscópio?
DLG18_1712768333,"Silly, now is not the time to celebrate, we have to leave and prepare a plan of attack against that Alchemist.","Tonta, ahora no es el momento de celebrar, tenemos que irnos y preparar un plan de ataque contra esa Alquimista.","Tola, agora não é hora de celebrar, nós temos que ir e preparar um plano de ataque contra essa Alquimista."
DLG7_1712768333,annie!,¡annie!,annie!
DLG2_1709066959,Maps are useful in these cases.,Los mapas son útiles en estos casos.,Mapas são úteis nestes casos.
DLG13_1706222258,Let's skip the theatrics. You one of those Ahuizote people?,Ahórrate el drama. ¿Eres uno de esos Ahuizotes?,Deixa o drama de lado. Você é um dos Ahuizotes?
DLG2_1719417607,Good work.,Buen trabajo.,Bom trabalho.
DLG9_1718387263,And now it has ended up like this...,Y ahora ha acabado así...,E agora acabou nesse estado…
DLG1_1709066959,You seem a bit lost. Train station's on the other side.,Parece que estás algo perdido. La estación de tren se encuentra al otro lado.,Você parece estar um pouco perdido. A estação de trem é do outro lado.
DLG19_1719417607,"shay... wow, that's unexpected. We hadn't heard from him in a long time.","shay... vaya, eso es inesperado. No teníamos noticias suyas desde hace mucho tiempo.","shay... uau, que inesperado. Nós não tínhamos notícias dele por um longo tempo."
DLG19_1671137942,I will become the person they are looking for.,Me convertiré en esa persona que buscan.,Eu me tornarei a pessoa que estão procurando.
DLG5_1704732290,What... what happened?,¿Qué... qué ha pasado?,O que... o que houve?
DLG46_1705090606,Who we could say [color=yellow]was the first alchemist[/color].,Quien podríamos decir [color=yellow]fue el primer alquimista.[/color],Quem nós podemos dizer [color=yellow]que foi o primeiro alquimista[/color].
DLG19_1705090606,[color=yellow]I want you to go to the station to the east of our headquarters[/color] and make sure everything is going well.,[color=yellow]Quiero que vayas a la estación que se encuentra al Este de nuestra sede[/color] y te asegures que todo vaya bien.,[color=yellow]Eu quero que você vá à estação ao leste de nossa sede[/color] e tenha certeza que tudo esteja sob controle.
DLG23_1719417607,People had become addicted to a substance called [color=yellow]red mercury[/color].,La gente se había vuelto adicta a una sustancia llamada [color=yellow]mercurio rojo[/color].,Pessoas ficaram viciadas em uma substância chamada [color=yellow]mercúrio vermelho[/color].
DLG1_1678397417,Important safety note on [color=yellow]Nitroglycerin[/color] containers.,Nota importante de seguridad sobre los contenedores de [color=yellow]Nitroglicerina.[/color],Nota importante de segurança nos contêineres de [color=yellow]Nitroglicerina[/color].
DLG25_1705004200,(That's so strange... what do they plan to do with that girl?),(Eso es tan extraño... ¿qué piensan hacer ellos con esa niña?),(Isso é tão estranho... o que eles planejam fazer com aquela garota?)
DLG9_1726500626,"However, the disciples of Athos would not stand idly by in the face of the injustice that fell upon their master. ","Sin embargo, los discípulos de Athos no se quedarían de brazos cruzados ante la injusticia que cayó sobre su maestro. ","Porém, os discípulos de Athos não ficariam de braços cruzados de encarar a injustiça caindo em seu mestre."
DLG12_1726500626,The [color=yellow]ultimate weapon[/color] that Athos' followers were preparing and could not finish.,El [color=yellow]arma definitiva[/color] que los seguidores de Athos estaban preparando y que no pudieron terminar.,A [color=yellow]arma definitiva[/color] que os seguidores de Athos estavam preparando e não puderam finalizar.
DLG01GRIJLETTER,It seems that the person who lived here left a letter...,Parece que quien vivía aquí dejó una carta...,Parece que uma pessoa que viveu aqui deixou uma carta…
DLG9_1705004200,I have been told that there are Alchemists investigating but I have not received any news for days...,Me han dicho que hay Alquimistas investigando pero llevo días sin recibir noticias...,Já foi dito que os Alquimistas estão investigando mas faz dias não recebi nenhuma notícia...
DLG4_1718312954,Sick bastards.,Malditos enfermos.,Seus loucos malditos.
DLG44_1718897790,All right. If I get to the_outpost I'll check the place out a bit.,Está bien. Si llego a the_outpost revisaré un poco el lugar.,Certo. Se eu for à the_outpost vou dar uma olhada.
DLG4_1719417607,Tell me the details.,Cuéntame los detalles.,Me diga os detalhes.
DLG19_1722530103,So Jean Neumann was working for The Order? What do they want to create this primordial light for?,¿Así que Jean Neumann trabajaba para La Orden? ¿Para qué quieren crear esa luz primigenia?,Então Jean Neumann estava trabalhando para A Ordem? Qual é o objetivo que eles querem criar com essa luz primordial?
DLG12_1705004200,"I have heard of your achievements, Nabig. You are a strong Alchemist.","He escuchado de sus hazañas, Nabig. Es un Alquimista fuerte.","Eu ouvi falar de seus feitos, Nabig. Você é um Alquimista forte."
DLG3_1723066136,It is a [color=yellow]Spectroscope[/color].,Es un [color=yellow]Espectroscopio.[/color],Isso é um [color=yellow]Espectroscópio[/color].
DLG24_1719417607,A couple of drops were enough to be under its terrible effects.,Un par de gotas eran suficiente para estar bajo sus terribles efectos.,Poucas gotas são suficientes para estar sob efeitos terríveis.
DLG2_1705071479,"Ah, Nabig!","Ah, ¡Nabig!","Ah, Nabig!"
DLG24_1705090606,You will have a V.I.P pass to use the train free of charge.,Tendrás pase V.I.P para usar el tren sin costo alguno.,Você terá um passe V.I.P para usar o trem de graça.
DLG40_1705010680,What a delight! Thank you very much Nabig.,¡Pero qué delicia! Muchas gracias Nabig.,Mas que banquete! Muito obrigado Nabig.
DLG22_1705004200,What do you mean?,¿A qué te refieres?,O que você quer dizer?
DLG20_1705004200,"I would like to go in search of her, but there are demons beyond the cities.","Quisiera ir yo en su búsqueda, pero hay demonios más allá de las ciudades.","Eu gostaria de ir procurá-la, mas há demônios além das cidades."
DLG15_1713547682,"Wretch. Come Adeptis, I'll break that disgusting face of yours.","Miserable. Ven Adeptis, te partiré esa repugnante cara.","Miserável. Venha Adeptis, vou quebrar essa sua cara nojenta."
DLG12_1722549314,"I wonder what he means by ""the star of the day"".","Me pregunto a qué se refiere con ""la estrella del día"".","Me pergunto o que se refere com ""a estrela do dia""."
DLG3_1671136581,"Oh, Nabig. What a pleasant surprise.","Oh, Nabig. Qué grata sorpresa.","Oh, Nabig, Que agradável surpresa."
DLG3_1726501446,Let's get this over with at once.,Acabemos con esto de una vez.,Vamos acabar com isso de uma vez por todas.
DLG4_1686779687,Uh... I had other business to attend to.,Eh... tenía otros asuntos por resolver.,Uh... Eu tenho outros assuntos a tratar.
DLG1_1726588428,Atreu!,¡Atreu!,Atreu!
DLG15_1677779048,Make the seas churn uncontrollably.,Que los mares se agiten sin control.,Que os mares agitem descontroladamente.
DLG20_1722530103,"It's a secret, he, he.",Es un secreto.,"É um segredo, he, he."
DLG58_1705090606,I understand.,Entiendo.,Eu entendo.
DLG23_1722549314,The guardian of the night,La guardiana de la noche,A guardiã da noite
DLG7_1719417607,It costs a lot of money to maintain an organization; surely the Cavendish fortune has reached its limit.,"El mantenimiento de una organización cuesta mucho dinero, seguramente la fortuna de los Cavendish ha llegado a su límite.",Custa muito dinheiro para manter uma organização; Certamente a fortuna do Cavendish chegou ao limite.
DLG77_1671137942,Okay. If you say so...,Bueno. Si usted lo dice...,"Ok, já que diz."
DLG7_1718312954,I guess you are another Adeptis?,Supongo que tú eres otro Adeptis...,Suponho que você seja outro Adeptis?
DLG12_1723667871,I am Ahalcaná.,Soy Ahalcaná.,Me chamo Ahalcaná.
DLG23_1690912410,Enough!,¡Suficiente!,Chega!
DLG2_1671136581,I've finally found you...,Al fin te he encontrado...,Finalmente eu te encontrei…
DLG2_1690912429,This fight has dragged on longer than I thought....,Esta pelea se ha alargado más de lo que pensé...,Essa luta se arrastou por mais tempo que eu pensava.…
DLG58_1671137942,Oh... Nabig said something good about me...,Oh... Nabig dijo algo bueno sobre mí...,Oh... Nabig falou algo bom sobre mim...
DLG47_1718748417,You should get out of here. Your father looked very worried.,Deberías salir de aquí. Tu padre se miraba muy preocupado..,Você deveria sair daqui. Seu pai parecia bastante preocupado.
DLG4_1705684052,"When I went to the_outpost I lost the magic medallion I had, [color=yellow]I should buy one in the store.[color=yellow].","Cuando fui a the_outpost perdí el medallón mágico que tenía, [color=yellow]debería comprar uno en la tienda.[color=yellow]","Quando eu fui à the_outpost eu perdi o medalhão mágico que eu possuía, [color=yellow]eu deveria comprar um na loja.[color=yellow]."
DLG11_1671134583,"I have better things to do, kid.","Tengo mejores cosas que hacer, chico.","Eu tenho coisas melhores para fazer, garoto."
DLG3_1708468117,-- Indigo snakes fell [color=yellow]on the gem of his axe...[/color],-- Serpientes de color índigo caían [color=yellow]sobre la gema de su hacha...[/color],-- Cobras de cor índigo caíram [color=yellow]na gema de seu machado…[/color]
DLG7_1722549314,"The seven metals are: [color=yellow]Iron, Gold, Copper, Lead, Silver, Mercury and Tin.[/color]","Los siete metales son: [color=yellow]Hierro, Oro, Cobre, Plomo, Plata, Mercurio y Estaño.[/color]","Os sete metais são: [color=yellow]Ferro, Ouro, Cobre, Chumbo, Prata, Mercúrio e Estanho.[/color]"
DLG14_1671134583,Ahuizotes! Deal with this insolent one.,¡Ahuizotes! Encargense de este insolente.,Ahuizotes! Lidem com esse insolente.
DLG24_1705010680,It is also a process that requires considerable use of mana.,Y además es un proceso que requiere un considerable uso de maná.,E também um processo desses necessita um uso considerável de mana.
DLG4_1675875815,This'll be your grave.,Esta será tu tumba.,Esta será o seu túmulo.
DLG20_1719417607,Do you know him?,¿Lo conoce?,Você o conhece?
DLG3_1718635933,Everything was going well until Cavendish joined the Ahuizotes sect.,Todo iba bien hasta que Cavendish se unió a la secta de los Ahuizotes.,Tudo estava indo bem até Cavendish se uniu à seita dos Ahuizotes.
DLG20_1723066397,"The person in the photo is Jean Neumann, next to him is his son, ike Neumann.","La persona de la foto es Jean Neumann, a su lado está su hijo, ike Neumann.","A pessoa da foto é Jean Neumann, próximo a ele é seu filho, ike Neumann."
DLG7_1671134583,So you refuse to talk... Then it will be the hard way.,Asi que te niegas a hablar... entonces será por las malas.,Então se recusa a falar...Então será da maneira difícil.
DLG1_1671136236,It looks like this is a map of the city... There's also a letter.,Parece que esto es un mapa de la ciudad... Hay también una carta.,Parece que este é um mapa da cidade... Há também uma carta.
DLG7_1705090606,I ran into that bastard john and his followers.,Me topé con el desgraciado de john y sus seguidores.,Eu topei com aquele maldito do john e seus seguidores.
DLG8_1722530103,What do you mean?,¿A qué te refieres?,O que você quer dizer?
DLG1_1726588962,Damn brat.,Maldito mocoso.,Maldito pirralho.
DLG1_1726182471,"Uh... you're an official Alchemist, right?","Uh... eres un Alquimista oficial, ¿verdad?","Uh... você é um Alquimista Oficial, certo?"
DLG13_1722530103,"Well, the legend said something like that, it was a belief of the first sorcerers, wanting to explain the origin of everything.","Bueno, algo así decía la leyenda, era una creencia de los primeros hechiceros, queriendo explicar el origen de todo.","Bem, a lenda diz algo parecido com isso, foi uma crença dos primeiros feiticeiros, querendo explicar a origem de tudo."
DLG3_1718311861,"Brothers, we are gathered here to purify the soul of this person...","Hermanos, estamos reunidos aquí para purificar el alma de esta persona...","Irmãos, estamos reunidos aqui para purificar a alma desta pessoa…"
DLG29_1722530103,"Of course, although as I am in charge of the research I have to be present.","Claro, aunque como estoy encargada de la investigación tengo que estar presente.","Mas é claro, embora eu sou responsável pela investigação eu tenho que estar presente."
DLG8_1723667871,... Xiquiripat?,... ¿Xiquiripat?,... Xiquiripat?
DLG3_1705071479,What's up?,¿Qué pasa?,O que houve?
DLG26_1722549314,The guardian of the night must be the one who delivers us from darkness...,La guardiana de la noche debe ser aquella que nos libra de la oscuridad...,A gusrdiã da noite deve ser aquela que nos livra da escuridão…
DLG4_1706224082,"If you want you can join me, it's on me.","Si quieres puedes acompañarme, yo invito.","Se quiser me acompanhar, é por minha conta."
DLG2_1712768333,It can't be... how come you have so much power...,No puede ser... cómo es que tienes tanto poder...,Não pode ser... como é que você tem tando poder…
DLG13_1723667871,I have come to check something...,He venido a comprobar algo...,Eu vim checar algo…
DLG11_1713547682,So you're Nabig. The one causing all this trouble.,Así que eres Nabig. El que está causando todos estos problemas.,Então você é Nabig. O que está causando todos esses problemas.
DLG21_1686779687,Right.,Cierto.,Certo.
DLG66_1671137942,People who matter a lot to me live in the_outpost.,En the_outpost viven personas que me importan mucho.,Em the_outpost vivem pessoas que eu me importo bastante.
DLG14_1724085796,Thank you!,¡Gracias!,Obrigado!
DLG39_1705090606,"Mrs. Alessa, I want to tell you something about the city of Birstall.","Señora Alessa, quiero decirle algo sobre la ciudad de Birstall.","Senhora Alessa, Eu quero te dizer algo sobre a cidade de Birstall."
DLG7_1726518782,I'm here to help you Nabig!,¡Estoy aquí para ayudarle señorita Nabig!,Estou aqui para te ajudar Nabig!
DLG20_1713547682,"See you soon, Alchemist.","Nos veremos pronto, Alquimista.","Te vejo em breve, Alquimista."
DLG1_1718387263,The hell is Opus Magnum?,¿Qué rayos es el Opus Magnum?,O que diabos é Opus Magnum?
DLG9_1713547682,"Anyway, what can you do, education does not seem to be within the reach of simple peasants.","En fin, qué se le va a hacer, la educación no parece estar al alcance de simples campesinos.","Enfim, o que vá fazer, educação não parece estar ao alcance de pessoas rústicas."
DLG14_1671137942,Just hold on a little longer...,Solo aguanta un poco más...,Apenas aguente um pouco mais…
NABIGDOTX3,Nabig...,Nabig...,Nabig…
DLG14_1705071479,"Well... and haven't you wondered why they are so resilient, strong and violent as wild animals?","Bueno... ¿y no te has preguntado porque son tan resistentes, fuertes y violentos como animales salvajes?","Bem... e não sei se já percebeu o motivo deles serem tão resilientes, fortes e violentos como animais selvagens?"
DLG1_1722984911,I finally opened it.,Finalmente la he abierto.,Finalmente se abriu.
DLG27_1718748417,Do you remember any of that?,¿Recuerdas algo de eso?,Você lembra alguma coisa disso?
DLG3_1723066161,And this is where the research is stalled.,Y es aquí donde la investigación queda estancada.,E é aqui que a investigação está parada.
DLG15_1723667871,I see... you are the Toziuha with whom john made a pact.,Ya veo... eres el Toziuha con quien john hizo un pacto.,Entendo... você é o Toziuha com quem john fez um pacto.
